"individual_director"
"Jonathan Ignatius Green"
"Hanung Bramantyo"
"Alfonso Cuarón"
"Ron Howard"
"Ron Howard"
"Michael J. Bassett"
"Ian MacAllister-McDonald"
"Nancy Meyers"
"Julius Avery"
"Jeffrey C. Bell"
"Sean McNamara"
"David Allensworth"
"Monière"
"Jerry Rothwell"
"Reuben Atlas"
"Sam O'Steen"
"Dan Harris"
"Mark Sloper"
"Sam Raimi"
"Peter Ramsey"
"Rodney Rothman"
"Bob Persichetti"
"David Fairhead"
"Anthony Palmer"
"Tom McCarthy"
"Harmony Korine"
"Storm Saulter"
"Robert Rodriguez"
"Robert Rodriguez"
"Robert Rodriguez"
"Javier Ruiz Caldera"
"Darren Lynn Bousman"
"Christopher Ray"
"Adam Alleca"
"Alison E. Rose"
"Rian Johnson"
"David Mackenzie"
"Ola Flyum"
"David Hebditch"
"Adam McKay"
"Wael Ihsan"
"Akiva Goldsman"
"Arjun Gourisaria"
"Moinak Biswas"
"Chatchai Katenut"
"Manussa Vorasingha"
"Tanwarin Sukkhapisit"
"Poj Arnon"
"Jon J. Whelan"
"Brad Anderson"
"Alex Holmes"
"Raj B. Shetty"
"James Sweeney"
"Rowan Athale"
"Marc Forster"
"Baz Luhrmann"
"Ester Gould"
"Reijer Zwaan"
"Ivan Reitman"
"Andrew Bergman"
"Afonso Poyart"
"Rob Minkoff"
"J.M. Berrios"
"Stefano Sollima"
"Chayanop Boonprakob"
"Zakariya"
"Benny Fredman"
"Saul Dibb"
"Joseph Cross"
"Kasper Barfoed"
"Partho Sen-Gupta"
"Sumit Das"
"Kevin Phillips"
"Indra Kumar"
"Greg Mottola"
"Gordon Parks"
"Bryan Singer"
"Bruce McCulloch"
"Angga Dwimas Sasongko"
"Matthew Cooke"
"Anthony Caronna"
"Alexander Smith"
"Matt Wechsler"
"Basu Chatterjee"
"Tim Burton"
"Jamie M. Dagg"
"Dan Kwan"
"Daniel Scheinert"
"Derek Yee"
"Cheh Chang"
"Subhash Ghai"
"Santosh Sivan"
"Michael Dowse"
"Navneet Behal"
"Julien Seri"
"Chris Buck"
"Kevin Lima"
"Brian Smith"
"Sameh Abdulaziz"
"Ryu Jung-woo"
"Sonia Lowman"
"Leena Yadav"
"John Carchietta"
"Kevin Munroe"
"Michael Pressman"
"Steve Barron"
"Farah Khan"
"Einar Gabbassov"
"Natalia Garagiola"
"Jevons Au"
"Zune Kwok"
"Chow Kwun-wai"
"Ng Ka-Leung"
"Wong Fei-Pang"
"Jonathan Mostow"
"McG"
"Yann Arthus-Bertrand"
"Michael Pitiot"
"Damien Leone"
"Sukhbir Singh"
"Priyadarshan"
"Dheeraj Berry"
"Nate Adams"
"Adam Carolla"
"Mitzi Vanessa Arreola"
"Amir Galvan Cervera"
"Matthew Shoychet"
"Pamela Romanowsky"
"Geoff Anderson"
"Robert Rodriguez"
"Steven Spielberg"
"Esteban Sapir"
"Jee-woon Kim"
"Rob Reiner"
"Andrew Douglas"
"Thurop Van Orman"
"John Rice"
"Denis Hennelly"
"Casey Suchan"
"Sameh Abdulaziz"
"Federico Veiroj"
"Jonathan Sobol"
"Christian Duguay"
"Walter Hill"
"André Øvredal"
"Kurt Voelker"
"Elliot Hegarty"
"Keith Fulton"
"Louis Pepe"
"Johnnie To"
"Brian M. Conley"
"Nathan Ives"
"John Ford"
"Estela Renner"
"Tommy Avallone"
"Rolfe Kanefsky"
"Osgood Perkins"
"Philippe Falardeau"
"Alastair Fothergill"
"Kevin Ford"
"Smriti Keshari"
"Eric Schlosser"
"Albert Hughes"
"Allen Hughes"
"Olivier Loustau"
"Andy Tennant"
"Richard Kelly"
"William Brent Bell"
"Mark Herman"
"Neil Jordan"
"Ken Kushner"
"Nora Twomey"
"Peyton Reed"
"Kunle Afolayan"
"Terry Gilliam"
"Rob Reiner"
"Husam El-Gohari"
"Stacy Title"
"Graham Phillips"
"Parker Phillips"
"Ofir Raul Graizer"
"Bumpy"
"Atom Egoyan"
"Elliot Silverstein"
"Sean Menard"
"Jon Gunn"
"Tarek Al Eryan"
"Kunle Afolayan"
"Craig Moss"
"Magdy Al-Hawwary"
"Antonio Chavarrías"
"David Pablos"
"John Stephenson"
"Michael Buster"
"Norman Jewison"
"John Wells"
"Harvey Lowry"
"Bob Nelson"
"Ari Folman"
"Amr Arafa"
"Andrew Fleming"
"Kirk De Micco"
"Chris Sanders"
"Alex Proyas"
"Marek Piwowski"
"Neil Jordan"
"Jarrad Paul"
"Andrew Mogel"
"Satish Manwar"
"Ifa Isfansyah"
"Frank Oz"
"Jim Henson"
"Tariq Khan"
"Simon Stone"
"Peter Mortimer"
"Josh Lowell"
"Martin Scorsese"
"Cecilia Atán"
"Valeria Pivato"
"Blair Hayes"
"William Friedkin"
"William Brent Bell"
"Stephanie Soechtig"
"Jeremy Seifert"
"Alistair Legrand"
"Riri Riza"
"Bette Gordon"
"Kieran Darcy-Smith"
"Jay Chandrasekhar"
"Robert Berlinger"
"Paul Andrew Williams"
"James Ponsoldt"
"Justin Benson"
"Aaron Moorhead"
"Sam Raimi"
"David Leveaux"
"Nicolas Pesce"
"Michael Samuels"
"David Sington"
"Jenée LaMarque"
"David O. Russell"
"Kunle Afolayan"
"David R. Ellis"
"Coerte Voorhees"
"John Voorhees"
"Rodrigo Van Der Put"
"Hugh WIlson"
"Mark Tonderai"
"Cheh Chang"
"Brian Levant"
"Brian Levant"
"Meng Hua Ho"
"Rob Minkoff"
"Peter Nicks"
"Martin Campbell"
"Oliver Frampton"
"John Lee Hancock"
"Toa Fraser"
"Scott Walker"
"Nia Dinata"
"Mario Mattei"
"Cody Stokes"
"David Fincher"
"Doron Paz"
"Yoav Paz"
"Paul Shoulberg"
"Kasra Farahani"
"Neal Brennan"
"David Batty"
"David Batty"
"David Batty"
"David Batty"
"Shakti Samanta"
"John Dahl"
"Michel Gondry"
"Michael G. Kehoe"
"Mickey Liddell"
"Paco Arango"
"Maya Gallus"
"Tate Taylor"
"Chad Archibald"
"Zoe Berriatúa"
"Mark Columbus"
"Lauren Hoekstra"
"Sarah Kruchowski"
"Ryan Moody"
"Simon Savelyev"
"Vanita Shastry"
"Shadae Lamar Smith"
"Jeremy David White"
"Gonzalo López-Gallego"
"Note Chern-Yim"
"Damani Baker"
"Rudradeep Bhattacharjee"
"Rob W. King"
"Lasse Hallström"
"Rob Cohen"
"Vlad Yudin"
"Terry Gilliam"
"Isaac Ezban"
"Philip Einstein Lipski"
"Jørgen Lerdam"
"Amalie Næsby Fick"
"Brad Bird"
"Frank Oz"
"Steven Soderbergh"
"Femi Oyeniran"
"Kalvadour Peterson"
"Femi Oyeniran"
"Nicky Slimting Walker"
"Ricky Gervais"
"Matthew Robinson"
"Karyn Kusama"
"Phyllida Lloyd"
"Benjamin Cohen"
"Nicolas Cotto"
"Robin Swicord"
"Riri Riza"
"Karen Moncrieff"
"Tom Hooper"
"Alejandro Agresti"
"Timothy Reckart"
"Pieter-Jan De Pue"
"Gillian Armstrong"
"Daniel Stamm"
"Sean Penn"
"Rodrigo Van Der Put"
"Mark Craig"
"Dennis Scholl"
"Kareem Tabsch"
"Rob Smat"
"Peter Spirer"
"Manish Jha"
"Jeff Baena"
"Blake Harris"
"Chris Bouchard"
"Mark Osborne"
"Florian Henckel von Donnersmarck"
"Yorgos Lanthimos"
"Brian O'Malley"
"Jay Lyons"
"Robert Aldrich"
"Fred Durst"
"Joshua Oppenheimer"
"Peter Jackson"
"Peter Jackson"
"Marco Schnabel"
"Robert Cannan"
"Ross Adam"
"Stanisław Różewicz"
"Johnny To"
"Robert Tate"
"John Mikulak"
"Joshua Brown"
"Martin Campbell"
"Lilly Wachowski"
"Lana Wachowski"
"Lilly Wachowski"
"Lana Wachowski"
"Lilly Wachowski"
"Lana Wachowski"
"Ken Burns"
"Christopher Loren Ewers"
"Erik Ewers"
"Park In-je"
"William Wyler"
"Grant Heslov"
"Mads Matthiesen"
"Bryan Bertino"
"John Banas"
"James Bobin"
"Michael Radford"
"David Zucker"
"David Zucker"
"Barry Levinson"
"Stuart Heisler"
"Carly Stone"
"Stefan Aust"
"Dirk Laabs"
"Lasse Hallström"
"Joe Johnston"
"Charlie McDowell"
"Wenn V. Deramas"
"Adam McKay"
"John Duigan"
"Ben A. Williams"
"Mimi Leder"
"Alan J. Pakula"
"Jean-Pierre Devillers"
"Stephen Chbosky"
"Joel Schumacher"
"Philipp Stölzl"
"Shawn Levy"
"Peggy Holmes"
"Bryan Buckley"
"Peter Lord"
"Jeff Newitt"
"Derek Cianfrance"
"Keerthi"
"Ahmad El-Badri"
"Robert Zemeckis"
"Randall Lobb"
"Robert McCallum"
"Chan-sang Lim"
"Brian A. Miller"
"Martha Coolidge"
"Ron Clements"
"John Musker"
"Na Hyeon"
"John Papola"
"Gabriele Muccino"
"Grant Korgan"
"Brian Niles"
"Riri Riza"
"Francis Ford Coppola"
"Miriam Chandy Menacherry"
"Kevin Derek"
"Shaina Allen"
"Heber Cannon"
"Mariah Moore"
"Marston Sawyers"
"Alison MacLean"
"Ahmed Al-Badry"
"Steve Barker"
"Dejan Zečević"
"Hadi El Bagoury"
"Gore Verbinski"
"Lone Scherfig"
"N.D. Wilson"
"Curtis Hanson"
"Paul Dugdale"
"Christian E. Christiansen"
"David Michôd"
"Bruce Robinson"
"Austin Stark"
"Kristian Levring"
"Wayne Blair"
"Frank Oz"
"Gus Van Sant"
"Stephen Amezdroz"
"Chris Renaud"
"Tiller Russell"
"Abhishek Sharma"
"Giancarlo Esposito"
"Dino Risi"
"William Eubank"
"Will Eubank"
"Isaac Ezban"
"Sunil Soraya"
"David Fincher"
"Peter Chelsom"
"James Ponsoldt"
"Krzysztof Zanussi"
"Brian Levant"
"Thomas Meadmore"
"Kyle Patrick Alvarez"
"Steven R. Monroe"
"Cosmo Feilding-Mellen"
"Stephan Rick"
"Will Lockhart"
"Cole D. Pruitt"
"Tony Scott"
"Anthony Minghella"
"Tobe Hooper"
"Mohammed El-Tahawy"
"Mohamed Mostafa"
"Lena Khan"
"Leanne Gater"
"Simon Wells"
"Robert Schwentke"
"Brendan Malloy"
"Emmett Malloy"
"David Koepp"
"Michael Winterbottom"
"Ben Brewer"
"Alex Brewer"
"David Briggs"
"Kevin Donovan"
"Robert Luketic"
"Poj Arnon"
"Jean-Pierre Dardenne"
"Luc Dardenne"
"Errol Morris"
"Mark Neveldine"
"Ken Burns"
"Lynn Novick"
"Ossama Abu El Atta"
"Tarek Al Eryan"
"Russell Crowe"
"Jay Russell"
"Frank Coraci"
"Chito S. Roño"
"Niyi Akinmolayan"
"Robert Eggers"
"Kyle Rankin"
"Neil Rawles"
"Emil Ben-Shimon"
"Laurent Cantet"
"Michael Apted"
"Victoria Bromley"
"George Mendeluk"
"Peter Foott"
"Sze Yu Lau"
"Peter Svatek"
"Saheed Arafath"
"Charlotte Zwerin"
"David Shisgall"
"Derek Hui"
"Wim Bonte"
"Raam Reddy"
"Bin Bunluerit"
"Taika Waititi"
"Sam Liu"
"Benjamin Ross"
"Stephen Hopkins"
"Johnnie To"
"Mohamed Hamdy"
"Jordan Ross"
"William Wyler"
"John Sturges"
"Li Jun"
"Aditya Kripalani"
"Sameer Vidwans"
"Steve Loter"
"Sonny Marler"
"Edward Ellis"
"Flor Salcedo"
"Aaron Woolf"
"Beeban Kidron"
"Michael Cumming"
"Kyoko Miyake"
"Phil Roman"
"Roger Spottiswoode"
"Buddhadev Dasgupta"
"Maria Ripoll"
"Warren P. Sonoda"
"Daniel Benmayor"
"Madhur Bhandarkar"
"Sukum Maetawanitch"
"Sang-ho Yeon"
"Danny Boyle"
"Jeffrey Nachmanoff"
"Wally Pfister"
"Stephen Daldry"
"Richard Bates Jr."
"Sam Hobkinson"
"Jon Reiner"
"Brad Rothschild"
"Ron Underwood"
"S.S. Wilson"
"Brent Maddock"
"S.S. Wilson"
"Don Michael Paul"
"Don Michael Paul"
"Adam Smith"
"Shyam Benegal"
"Mukul Anand"
"Jitender Pawar"
"Nicholas Zeig-Owens"
"Shaul Schwarz"
"Christina Clusiau"
"Tekin Girgin"
"Henry Hathaway"
"Preston A. Whitmore II"
"Jay Roach"
"Eli Craig"
"Chandrakant Kulkarni"
"Frank Capra"
"John Huston"
"Hugh Stewart"
"Roy Boulting"
"Anthony Veiller"
"David Soren"
"Kevin Smith"
"Hidetaka Inazuka"
"Buz Wallick"
"Gary Young"
"Kim Nguyen"
"Susan Lambert"
"Stefan Moore"
"James Toback"
"Anurag Kashyap"
"Benedict Andrews"
"Paul Feig"
"Michael Mazzola"
"Chris Burkard"
"Jonathan Glazer"
"Erik Canuel"
"John Ford"
"Paul Andrew Williams"
"Sanjay Patel"
"Sherif Mandour"
"Jason Reitman"
"Pradeep Verma"
"Mohamed Hamdy"
"Mario Van Peebles"
"James McTeigue"
"Pete Travis"
"Ram Gopal Varma"
"Ashu Trikha"
"Amanda Micheli"
"Gurinder Chadha"
"Brandon Dickerson"
"David L.G. Hughes"
"Harvey Lilley"
"Gary Michael Schultz"
"P.T. Kunju Muhammad"
"Ganesh Kadam"
"Yılmaz Erdoğan"
"Kushal Srivastava"
"Ed Lilly"
"Bilal Lashari"
"Param Gill"
"Anu Menon"
"Rob McKittrick"
"Robin Swicord"
"Marc Francis"
"Max Pugh"
"Alex Smith"
"Andrew J. Smith"
"Philip G. Atwell"
"Faraz Haider"
"Steven Spielberg"
"John Michael McDonagh"
"Hadi El Bagoury"
"Jack Zagha Kababie"
"Marina Zenovich"
"Tiffanie Hsu"
"Max Joseph"
"Chris Stokes"
"David Serrano"
"Jeremiah Zagar"
"Greg MacGillivray"
"Alejandro Agresti"
"Antoni Krauze"
"Chi Fat Chan"
"Ashish R. Mohan"
"Stephen Donnelly"
"Olly Reid"
"Jun Falkenstein"
"Abel Ferrara"
"Trevor Ryan"
"Stanisław Różewicz"
"Michael Fahey"
"Huang Lei"
"Robert Zemeckis"
"Rebecca Harrison"
"Josh Mendoza"
"Rudy Soedjarwo"
"Riri Riza"
"Ritu Sarin"
"Tenzing Sonam"
"Heidi Brandenburg"
"Mathew Orzel"
"Marek Kanievska"
"Scott Zabielski"
"Noah Baumbach"
"Paul Raschid"
"Benjamin Turner"
"Drew Stone"
"Martin Scorsese"
"Milla Harrison-Hansley"
"Alicky Sussman"
"Dhruv Dhawan"
"Frank Capra"
"Anatole Litvak"
"Barry Sonnenfeld"
"Paul Dano"
"Morgan Matthews"
"Mel Stuart"
"Pascale Lamche"
"John Duigan"
"Debra Granik"
"Zach Braff"
"Theo Davies"
"Adrian Murray"
"Bart Freundlich"
"Barak Goodman"
"Oliver Stone"
"Storm Theunissen"
"David Guy Levy"
"Yasir Nawaz"
"Mikhil Musale"
"John Huston"
"Lawrence Kasdan"
"Jovanka Vuckovic"
"Annie Clark"
"Roxanne Benjamin"
"Karyn Kusama"
"Rob Cohen"
"Lee Tamahori"
"Alfonso Cuarón"
"N. Chandra"
"Subhash Ghai"
"Ksshitij Chaudhary"
"Sangeeth Sivan"
"Kedar Shinde"
"Abu Bakr Shawky"
"Christian De Vita"
"Saratswadee Wongsomphet"
"Saratswadee Wongsomphet"
"Kirati Nakintanon"
"Mark Risley"
"Kevin Smith"
"James Brown"
"Kenny Young"
"Ivona Juka"
"Cathy Garcia-Molina"
"Dennis Dugan"
"Jason Reitman"
"Mu Chu"
"Raja Gosnell"
"Mohamed Diab"
"Chandra Prakash Dwivedi"
"Avadhoot Gupte"
"Majid Al Ansari"
"David Fincher"
"Ruben Fleischer"
"Peter Hewitt"
"Mozez Singh"
